source_record_id,survey_id,site_name,kci_id,site_owner,custodian,region,max_site_capacity_ac,gen_info_unit_id,unit_name,technology_type,technology_detail,gas_turbine_fuel_type,duid,dispatch_type,unit_count,unit_capacity_mw_dc,unit_capacity_mw_ac,aggregated_nameplate_capacity_mw_dc,aggregated_nameplate_capacity_mw_ac,agg_nameplate_storage_capacity_mwh,commitment_status,full_commercial_use_date,expected_closure_year,closure_date,survey_last_requested_date,survey_latest_update_date,scheduled_capacity_mw_winter_2026,scheduled_capacity_mw_summer_typical_2026_27,scheduled_capacity_mw_summer_peak_2026_27,scheduled_capacity_mw_winter_2027,scheduled_capacity_mw_summer_typical_2027_28,scheduled_capacity_mw_summer_peak_2027_28,scheduled_capacity_mw_winter_2028,scheduled_capacity_mw_summer_typical_2028_29,scheduled_capacity_mw_summer_peak_2028_29,scheduled_capacity_mw_winter_2029,scheduled_capacity_mw_summer_typical_2029_30,scheduled_capacity_mw_summer_peak_2029_30,scheduled_capacity_mw_winter_2030,scheduled_capacity_mw_summer_typical_2030_31,scheduled_capacity_mw_summer_peak_2030_31,scheduled_capacity_mw_winter_2031,scheduled_capacity_mw_summer_typical_2031_32,scheduled_capacity_mw_summer_peak_2031_32,scheduled_capacity_mw_winter_2032,scheduled_capacity_mw_summer_typical_2032_33,scheduled_capacity_mw_summer_peak_2032_33,scheduled_capacity_mw_winter_2033,scheduled_capacity_mw_summer_typical_2033_34,scheduled_capacity_mw_summer_peak_2033_34,scheduled_capacity_mw_winter_2034,scheduled_capacity_mw_summer_typical_2034_35,scheduled_capacity_mw_summer_peak_2034_35,scheduled_capacity_mw_winter_2035,scheduled_capacity_mw_summer_typical_2035_36,scheduled_capacity_mw_summer_peak_2035_36,scheduled_storage_capacity_mwh_winter_2026,scheduled_storage_capacity_mwh_summer_2026_27,scheduled_storage_capacity_mwh_winter_2027,scheduled_storage_capacity_mwh_summer_2027_28,scheduled_storage_capacity_mwh_winter_2028,scheduled_storage_capacity_mwh_summer_2028_29,scheduled_storage_capacity_mwh_winter_2029,scheduled_storage_capacity_mwh_summer_2029_30,scheduled_storage_capacity_mwh_winter_2030,scheduled_storage_capacity_mwh_summer_2030_31,scheduled_storage_capacity_mwh_winter_2031,scheduled_storage_capacity_mwh_summer_2031_32,scheduled_storage_capacity_mwh_winter_2032,scheduled_storage_capacity_mwh_summer_2032_33,scheduled_storage_capacity_mwh_winter_2033,scheduled_storage_capacity_mwh_summer_2033_34,scheduled_storage_capacity_mwh_winter_2034,scheduled_storage_capacity_mwh_summer_2034_35,scheduled_storage_capacity_mwh_winter_2035,scheduled_storage_capacity_mwh_summer_2035_36,column_77,column_78,column_79,column_80,column_81,column_82,column_83,column_84,column_85,column_86,column_87,column_88,column_89,column_90,column_91,column_92,column_93,column_94,column_95,column_96,column_97,column_98,column_99,column_100,column_101,column_102,column_103,column_104,column_105,column_106,column_107,column_108,column_109,column_110,column_111,column_112,column_113,column_114,column_115,column_116,column_117,column_118,column_119,column_120,column_121,column_122,column_123,column_124,column_125,column_126,column_127,column_128,column_129,column_130,column_131,column_132,column_133,column_134,column_135,column_136,column_137,column_138,column_139,column_140,column_141,column_142,column_143,column_144,column_145,column_146,column_147,column_148,column_149,column_150,column_151,column_152,column_153,column_154,column_155,column_156,column_157,column_158,column_159,column_160,column_161,column_162,column_163,column_164,column_165
286401|2864|VSF_GU1|VALDORA1|Solar PV|Fixed,2864,Valdora Solar Farm,,Diamond Energy Pty Ltd,,QLD1,15,286401,VSF_GU1,Solar PV,Fixed,,VALDORA1,Non-scheduled,1,,15,,15,,In Service,,2050,,46091,45576.02142361111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121901|1219|Vales Point B:5|VP5|Coal|Black Coal,1219,Vales Point B,,Delta Electricity,DELTA,NSW1,1320,121901,Vales Point B:5,Coal,Black Coal,,VP5,Scheduled,1,,660,,660,,In Service,,2033,,46091,46105.493576388886,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121902|1219|Vales Point B:6|VP6|Coal|Black Coal,1219,Vales Point B,,Delta Electricity,DELTA,NSW1,1320,121902,Vales Point B:6,Coal,Black Coal,,VP6,Scheduled,1,,660,,660,,In Service,,2033,,46091,46105.493576388886,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304801|3048|VPBS_GU1||Battery Storage|Lithium-ion,3048,Vales Point BESS,N00235,Delta Power and Energy (Vales Point) Pty Ltd trading as Delta Electricity,deltapower_nr,NSW1,400,304801,VPBS_GU1,Battery Storage,Lithium-ion,,,Scheduled,1,400,400,400,400,800,Publicly Announced,46813,2053,,46091,46105.47385416667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149001|1490|Vales Point Solar:Vales Point Solar 1||Solar PV|Fixed,1490,Vales Point Solar,,Delta Electricity,DELTA,NSW1,55,149001,Vales Point Solar:Vales Point Solar 1,Solar PV,Fixed,,,Semi-scheduled,1,55,55,55,55,,Publicly Announced,54970,2075,,46091,46105.52240740741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289201|2892|Girragul||Wind|Onshore,2892,Valley of the Winds,,ACEN Renewables,acenaustralia_NR,NSW1,919,289201,Girragul,Wind,Onshore,,,Semi-scheduled,45,7.2,7.2,324,324,,Anticipated,47483,2079,,46361,46155.57803240741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289202|2892|Leadvill||Wind|Onshore,2892,Valley of the Winds,,ACEN Renewables,acenaustralia_NR,NSW1,919,289202,Leadvill,Wind,Onshore,,,Semi-scheduled,21,7.2,7.2,151.2,151.2,,Anticipated,47695,2080,,46361,46155.57803240741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289203|2892|Mt Hope||Wind|Onshore,2892,Valley of the Winds,,ACEN Renewables,acenaustralia_NR,NSW1,919,289203,Mt Hope,Wind,Onshore,,,Semi-scheduled,64,7.2,7.2,460.8,460.8,,Anticipated,47603,2080,,46361,46155.57803240741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122001|1220|VPGS1|VPGS1|Gas Turbine|OCGT,1220,Valley Power,,Snowy Hydro Ltd,SNOWY,VIC1,360,122001,VPGS1,Gas Turbine,OCGT,Natural Gas,VPGS1,Scheduled,1,,50,,50,,In Service,,2070,,46091,46105.36267361111,57,53,51,57,53,51,57,53,51,57,53,51,57,53,51,57,53,51,57,53,51,57,53,51,57,53,51,57,53,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122002|1220|VPGS2|VPGS2|Gas Turbine|OCGT,1220,Valley Power,,Snowy Hydro Ltd,SNOWY,VIC1,360,122002,VPGS2,Gas Turbine,OCGT,Natural Gas,VPGS2,Scheduled,1,,50,,50,,In Service,,2070,,46091,46105.36267361111,57,53,51,57,53,51,57,53,51,57,53,51,57,53,51,57,53,51,57,53,51,57,53,51,57,53,51,57,53,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122003|1220|VPGS3|VPGS3|Gas Turbine|OCGT,1220,Valley Power,,Snowy Hydro Ltd,SNOWY,VIC1,360,122003,VPGS3,Gas Turbine,OCGT,Natural Gas,VPGS3,Scheduled,1,,50,,50,,In Service,,2070,,46091,46105.36267361111,57,53,51,57,53,51,57,53,51,57,53,51,57,53,51,57,53,51,57,53,51,57,53,51,57,53,51,57,53,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122004|1220|VPGS4|VPGS4|Gas Turbine|OCGT,1220,Valley Power,,Snowy Hydro Ltd,SNOWY,VIC1,360,122004,VPGS4,Gas Turbine,OCGT,Natural Gas,VPGS4,Scheduled,1,,50,,50,,In Service,,2070,,46091,46105.36267361111,55,47,44,55,47,44,55,47,44,55,47,44,55,47,44,55,47,44,55,47,44,55,47,44,55,47,44,55,47,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122005|1220|VPGS5|VPGS5|Gas Turbine|OCGT,1220,Valley Power,,Snowy Hydro Ltd,SNOWY,VIC1,360,122005,VPGS5,Gas Turbine,OCGT,Natural Gas,VPGS5,Scheduled,1,,50,,50,,In Service,,2070,,46091,46105.36267361111,55,47,44,55,47,44,55,47,44,55,47,44,55,47,44,55,47,44,55,47,44,55,47,44,55,47,44,55,47,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122006|1220|VPGS6|VPGS6|Gas Turbine|OCGT,1220,Valley Power,,Snowy Hydro Ltd,SNOWY,VIC1,360,122006,VPGS6,Gas Turbine,OCGT,Natural Gas,VPGS6,Scheduled,1,,50,,50,,In Service,,2070,,46091,46105.36267361111,55,47,44,55,47,44,55,47,44,55,47,44,55,47,44,55,47,44,55,47,44,55,47,44,55,47,44,55,47,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122101|1221|Victoria Mill:Unit 3||Other|Biomass,1221,Victoria Mill,,Wilmar Sugar (Herbet) Pty Ltd,EEQ,QLD1,24,122101,Victoria Mill:Unit 3,Other,Biomass,Biofuel/Biomass,,Non-scheduled,1,,5,,5,,In Service,,2040,,46091,46099.54769675926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122102|1221|Victoria Mill:Unit 4||Other|Biomass,1221,Victoria Mill,,Wilmar Sugar (Herbet) Pty Ltd,EEQ,QLD1,24,122102,Victoria Mill:Unit 4,Other,Biomass,Biofuel/Biomass,,Non-scheduled,1,,19,,19,,In Service,,2040,,46091,46099.54769675926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186401|1864|BESS|VBB1|Battery Storage|Lithium-ion,1864,Victorian Big Battery,,Victorian Big Battery Pty Ltd,storenergy_nr,VIC1,300,186401,BESS,Battery Storage,Lithium-ion,,VBB1,Scheduled,1,300,300,300,300,470,In Service,,2041,,46091,46119.38731481481,240,50,50,240,50,50,240,50,50,240,50,50,240,50,50,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,470,300,470,300,470,300,470,300,470,300,470,470,470,470,470,470,470,470,470,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270101|2701|WaggaNor||Battery Storage|Lithium-ion,2701,Wagga North BESS - KCI,N00169,Zebre Pty Ltd,zenenergy_NR,NSW1,105,270101,WaggaNor,Battery Storage,Lithium-ion,,,Scheduled,1,148,105,148,105,420,Anticipated,47118,2055,,46361,46162.65896990741,0,0,0,0,0,0,0,0,0,105,105,97.6,105,105,97.6,105,105,97.6,105,105,97.6,105,105,97.6,105,105,97.6,105,105,97.6,0,0,0,0,0,0,420,420,399,399,388,388,376,376,368,368,362,362,358,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281701|2817|WNBS_GU1||Battery Storage|Lithium-ion,2817,Wagga North BESS (IB Vogt) - KCI,N00184,Ib vogt Development Australia Pty Ltd,ibvogt_NR,NSW1,120,281701,WNBS_GU1,Battery Storage,Lithium-ion,,,Scheduled,42,2.86,2.86,120.12,120.12,463.26,Publicly Announced,46842,2048,,46361,46167.63606481482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151401|1514|WNS23-34|WAGGNSF1|Solar PV|Single Axis Tracking,1514,Wagga North Solar Farm,,Wagga Wagga Operationsco Pty Ltd as trustree for Wagga Wagga Operations Trust,WAGGAOPS,NSW1,48.7,151401,WNS23-34,Solar PV,Single Axis Tracking,,WAGGNSF1,Semi-scheduled,12,,1.64,,19.68,,In Commissioning,45108,2050,,46091,45923.19810185185,16.368,16.368,16.368,16.368,16.368,16.368,16.368,16.368,16.368,16.368,16.368,16.368,16.368,16.368,16.368,16.368,16.368,16.368,16.368,16.368,16.368,16.368,16.368,16.368,16.368,16.368,16.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151402|1514|WNSF1-22|WAGGNSF1|Solar PV|Single Axis Tracking,1514,Wagga North Solar Farm,,Wagga Wagga Operationsco Pty Ltd as trustree for Wagga Wagga Operations Trust,WAGGAOPS,NSW1,48.7,151402,WNSF1-22,Solar PV,Single Axis Tracking,,WAGGNSF1,Semi-scheduled,22,,1.64,,36.08,,In Commissioning,,2050,,46091,45923.19810185185,30.008,30.008,30.008,30.008,30.008,30.008,30.008,30.008,30.008,30.008,30.008,30.008,30.008,30.008,30.008,30.008,30.008,30.008,30.008,30.008,30.008,30.008,30.008,30.008,30.008,30.008,30.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219901|2199|WNSFB_G1||Battery Storage|Lithium-ion,2199,Wagga North Solar Farm BESS,N00062, Wagga Wagga Operationsco Pty Ltd as trustee for the Wagga Wagga Operations Trust,WAGGAOPS,NSW1,15,219901,WNSFB_G1,Battery Storage,Lithium-ion,,,Scheduled,1,,15,,15,30,Publicly Announced,,,,46091,45923.19739583333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282401|2824|WwBS_GU1||Battery Storage|Lithium-ion,2824,Wagga South BESS,N00197,Eku Energy Projects (Australia) Trust,ekuenergy_nr,NSW1,300,282401,WwBS_GU1,Battery Storage,Lithium-ion,,,Scheduled,90,5.15,5.15,463.5,463.5,1362.6,Publicly Announced,47391,2050,,46091,46111.582407407404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171203|1712|Walla Walla Solar Farm 1|WLWLSF1|Solar PV|Single Axis Tracking,1712,Walla Walla Solar Farm,,FRV Australia (Walla Walla Asset Co Pty Ltd (ACN 634 728 868) as trustee for the Walla Walla Asset Trust),WLWLSF1,NSW1,300,171203,Walla Walla Solar Farm 1,Solar PV,Single Axis Tracking,,WLWLSF1,Semi-scheduled,48,4.2,3.17,201.6,152.16,,In Service,,2054,,46091,46097.64991898148,149.76,149.76,149.76,149.76,149.76,149.76,149.76,149.76,149.76,149.76,149.76,149.76,149.76,149.76,149.76,149.76,149.76,149.76,149.76,149.76,149.76,149.76,149.76,149.76,149.76,149.76,149.76,149.76,149.76,149.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171204|1712|Walla Walla Solar Farm 2|WLWLSF2|Solar PV|Single Axis Tracking,1712,Walla Walla Solar Farm,,FRV Australia (Walla Walla Asset Co Pty Ltd (ACN 634 728 868) as trustee for the Walla Walla Asset Trust),WLWLSF1,NSW1,300,171204,Walla Walla Solar Farm 2,Solar PV,Single Axis Tracking,,WLWLSF2,Semi-scheduled,48,4.2,3.17,201.6,152.16,,In Service,,2054,,46091,46097.64991898148,149.76,149.76,149.76,149.76,149.76,149.76,149.76,149.76,149.76,149.76,149.76,149.76,149.76,149.76,149.76,149.76,149.76,149.76,149.76,,149.76,149.76,149.76,149.76,149.76,149.76,149.76,149.76,149.76,149.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292801|2928|WBBS_GU1||Battery Storage|Lithium-ion,2928,Wallabadah BESS,N00202,North Harbour Clean Energy P/L,northharbour_nr,NSW1,400,292801,WBBS_GU1,Battery Storage,Lithium-ion,,,Scheduled,200,,2,,400,,Publicly Announced,,,,46091,46143.43119212963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311001|3110|WCWF||Wind|Onshore,3110,Wallaby Creek Wind Farm,,acciona_NR,acciona_NR,NSW1,200,311001,WCWF,Wind,Onshore,,,Semi-scheduled,38,5.53,5.7,210.14,216.6,,Publicly Announced,47848,2055,,46091,46154.35120370371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186101|1861|Wallaroo||Solar PV|Single Axis Tracking,1861,Wallaroo Solar Farm,N00004,New Energy development and Univergy Solar Joint venture (SPV) Wallaroo Solar Farm Pty Ltd,newenergydevelopment_NR,NSW1,1,186101,Wallaroo,Solar PV,Single Axis Tracking,,,Semi-scheduled,36,,3.4,,122.4,,Publicly Announced,,,,46091,45112.11310185185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196701|1967|WallerBE||Battery Storage|Lithium-ion,1967,Wallerawang 9 BESS,,Greenspot Wallerawang Pty Ltd as trustee for the Greenspot Wallerawang Unit Trust,SHELLNEW,NSW1,300,196701,WallerBE,Battery Storage,Lithium-ion,,,Scheduled,1,,300,,300,774,Publicly Announced,47392,2050,,46361,46149.35792824074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187401|1874|WLGBESS1|WALGRV1|Battery Storage|Lithium-ion,1874,Wallgrove Grid Battery project,N00006,TransGrid,iberdrola_NR,NSW1,50,187401,WLGBESS1,Battery Storage,Lithium-ion,,WALGRV1,Scheduled,36,1.7,1.7,61.2,61.2,74.88,In Service,,2036,,46091,46190.65895833333,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228701|2287|WFWGU1|WAMBOWF1|Wind|Onshore,2287,Wambo Wind Farm 1,Q00028, Cubico Sustainable Investments Australia Pty Ltd,osmi_NR,QLD1,500,228701,WFWGU1,Wind,Onshore,,WAMBOWF1,Semi-scheduled,1,,252,,252,,In Commissioning,45716,,,46361,46190.652662037035,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228702|2287|WFWGU2|WAMBOWF2|Wind|Onshore,2287,Wambo Wind Farm 1,Q00028, Cubico Sustainable Investments Australia Pty Ltd,osmi_NR,QLD1,500,228702,WFWGU2,Wind,Onshore,,WAMBOWF2,Semi-scheduled,1,,248,,248,,Committed,,,,46361,46190.652662037035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300001|3000|WAMBESS||Battery Storage|Lithium-ion,3000,Wamuran BESS - KCI,Q00204,RTB Renewables Pty Ltd,,QLD1,630,300001,WAMBESS,Battery Storage,Lithium-ion,,,Scheduled,1,,630,,630,630,Publicly Announced,,,,46091,45749.85009259259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176202|1762|WSBESS1|WANDB1|Battery Storage|Lithium-ion,1762,Wandoan South BESS,,Vena Evergy,TBSOL,QLD1,100,176202,WSBESS1,Battery Storage,Lithium-ion,,WANDB1,Scheduled,1,100,100,100,100,150,In Service,,2051,,46091,46175.68127314815,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,141,135,135,131,131,127,127,123,123,119,119,116,116,113,113,110,110,107,107,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145501|1455|Wandoan Solar Farm 1|WANDSF1|Solar PV|Single Axis Tracking,1455,Wandoan South Solar Stage 1,Q00007,Vena Evergy,TBSOL,QLD1,125,145501,Wandoan Solar Farm 1,Solar PV,Single Axis Tracking,,WANDSF1,Semi-scheduled,1,160,125,160,125,,In Service,,2053,,46361,46130.62233796297,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243701|2437|WSF2|WANDSF2|Solar PV|Single Axis Tracking,2437,Wandoan South Solar Stage 2,,TBSOL,TBSOL,QLD1,240,243701,WSF2,Solar PV,Single Axis Tracking,,WANDSF2,Semi-scheduled,1,320,240,320,240,,Committed,46569,2052,,46361,46122.59684027778,0,0,0,0,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149901|1499|Wangaratta Solar Farm:SMA Inverter|WNSF1|Solar PV|Single Axis Tracking,1499,Wangaratta Solar Farm,,Wangaratta Solar Farm Pty Ltd,cleanpeakenergy_NR,VIC1,22,149901,Wangaratta Solar Farm:SMA Inverter,Solar PV,Single Axis Tracking,,WNSF1,Significant Non-scheduled,6,7.13,4.4,42.78,26.4,,In Service,46089,2056,,,46182.655960648146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149902|1499|Wangaratta Solar Farm BESS||Battery Storage|Lithium-ion,1499,Wangaratta Solar Farm,,Wangaratta Solar Farm Pty Ltd,cleanpeakenergy_NR,VIC1,22,149902,Wangaratta Solar Farm BESS,Battery Storage,Lithium-ion,,,Non-scheduled,36,,0,,0,180.72,Publicly Announced,46508,2056,,,46182.655960648146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
